tweet,subjectivity,polarity,score
 So the 4 years you of the lamestream media and democrats made ludicrous attacks against President Trump didn't happen? Talk about hypocrisy,0,0,Neutral
 For example this operation warp speed was Trump taking action not yours. The vaccine is here and ready bc of him. We know lamestream will say otherwise and it would not be the first tome you have taken credit for other ppls works tons of proof of that on line and on social media.,0.275,0.091666667,Positive
 Trump did a lot of good for the country the data is out there on social media and online. Just because lamestream would not televise his achievements doesn’t mean there are not A Lot of achievements. We are not idiots we can research for ourselves. Lamestream exposed themselves!,0.538541667,0.230208333,Positive
"Fresh out of Twitter jail probably not reformed. Still a conservative, still believe there was voter fraud, still believe Trump will serve four more years. I still believe the lamestream media lies. StopTheSteaI BidenCheated2020",0.333333333,0.233333333,Positive
  They are dismissing it together with the DA since it serves their masters interest to keep their puppet in power to push the deep state world shadow government &amp; the world's elite agenda. Ramaphosa and Lamestream media both are well selected engines to drive the narrative 🙄😌,0.4,0,Neutral
"HANNITY SO A SWORN AFFIDAVIT IF PERJURY UNDER THE LAW THEY WILL FACE JAIL TIME.  3 TIMES YOU HAD MENTION THAT TO THESE BRAVE PATRIOTS, ARE TRYING TO SCARE THEM AWAY YOU SCUMBAG LAMESTREAM MEDIA WHORE?
CANCELFOXNEWS
FightBackForAmerica 
MSMISENEMYOFTHEPEOPLE ",0.5,0.35,Positive
" NOPE! When this is all over, he will WIN this ELECTION! READ about it👇🏽here with an open mind, comprehension &amp; UNDERSTANDING! When it happens everyone in the lamestream media will be SHOCKED &amp; DISGRACED! Let that SINK IN!!
...&gt;",0.566666667,0,Neutral
His word in regards to Crooked Joe being Named President Elect by the lamestream media and a parallel situation involving one of King David's son's Adonijah who thought himself to be his heir to the throne instead of his brother Solomon whom God had chosen.,0.333333333,0.266666667,Positive
"If you turn out the lights and say ""lamestream media"" 3 times while looking in a mirror a billionaire  comes to kiss you goodnight",0,0,Neutral
"  Yes, and after some thought, I'll keep pushing out the sightings videos because the public needs to see what is being submitted and we cannot count on the lamestream media to do it..!!  Followed you btw..! Nice 2 meet u !",0.533333333,0.375,Positive
 The day of reckoning approaches. SO many stories of fraud are percolating even as lamestream media continues to suppress TRUTH. You will prevail! Don’t give up! MAGA stands with TRUMP!,0.5,0.9765625,Positive
"WILL FAKE NEWS LAMESTREAM MEDIA FINALLY ADMIT THAT YOUR ALL-TIME FAVORITE PRESIDENT WAS RIGHT??!! BIDEN DID NOT GET 80,000,000 VOTES!!!  ",0.883928571,0.217982701,Positive
"  What nerve,2000 COVID deaths per day.. damn lamestream media it’s all your fault!

CovidIDIOTS",0,0,Neutral
CNN is not legit or even other lamestream media. Kahit pa verified account sila like Jonvic Remulla on Facebook is still not legit. Unless nagsalita sila personally. Omg nga pala. Kahit nga yung nagtitinda ng lugaw sa kanto may binabasa pang script bago humarap sa press. LOL ,0.458333333,0.225,Positive
"Guy at work just said Trump will be arrested next year. I asked why, he said ""You'll see"" Translation: I dont know because the Lamestream media hasn't said so yet. Orange man bad, I'll know why I'm outraged when the left tells me why. FakeNews FakeOutrage",0.416666667,-0.4,Negative
" The only meaningful post from this LAMESTREAM MEDIA called , in ages.
Tụfịakwa!
Fake News is terrorism.
Trump won the election. 





MAGA
KAG2020Landslide
Trump2020LandslideVictory

 ",0.833333333,0.041666667,Positive
     so a person who agrees to give death penalty to someone who was wrong fully accused of rape ... and i wonder who reports on that rape case ??? hmm TRUMP is not a politician... and nothing right now is it seems because lamestream media and BIG TECH is IN CHARGE,0.511904762,-0.071428571,Negative
"     we dont have tv cable its a waste of money cause u watch anything online, ohh pfffft that list is a definition of what image the lamestream media gave him, since before he became president",0,-0.2,Negative
" Just as I thought NOT one video of AG 
Barr speaking ANY such words as ""There's no evidence of widespread voter fraud"" (except on ""LAMESTREAM"" MEDIA news etc) America won't trust them anymore! NOT one word from Barr himself, it's all written!",0.5,0,Neutral
  people can think for themselves.  they see rigged primaries.  they see big money promoting certain candidates.  the Lamestream media deciding who to cover and who not to cover.,0.335714286,0.107142857,Positive
"12.2.20: WI/MI Voter FR EXPOSURE creates SEISMIC shift in MINDS world...  via  
Great News Source what the lamestream media doesn't want you to see",0.75,0.8,Positive
    Who fact checked those “lies” you speak of? Lamestream media? The ones who have been lying to you for decades. Wake up.,0,0,Neutral
HardTalkNotCapitalTalk A wakeup call for our lamestream media anchors who avoid asking the tough questions from absconding politicians but disgracefully act as their apologists,0.833333333,-0.388888889,Negative
"     And for all the good it did them, they're still the ""crooked, biased lamestream media"" to him &amp; followers.
Which should be a lesson to us all about ""conciliation"" or ""civility""",0.35,0.35,Positive
  That's the No.1 ranked Lamestream media. Nobody rates  they post shit,0.8,-0.2,Negative
  Who said? Lamestream media?,0,0,Neutral
"There's your usual lamestream media outlets like the CNN and the NYT and then there's Fox News. They are the new standard for how fucked up and irrelevant a once professionally-run organization can become.
FoxNEWSisDEADtoMe",0.480909091,-0.242727273,Negative
     FAKE NEWS LIES LAMESTREAM MEDIA SOROS ,1,-0.5,Negative
 I would say Socks the Cat and Amy Carter were both international crime kingpins and the lamestream media was silent.,0.05,0,Neutral
"The lamestream media to blame for encouraging average Americans to do this or Chinese dollars ?

BREAKING: USPS Workers Sentenced to Prison For Throwing Away Mail-In Bal...  via ",0.2,-0.075,Negative
 The Lamestream Media knows all this. Their main purpose is to create a climate of panic and Fearmongering in lieu of actual accomplishments in order to steal the election.,0.216666667,0.083333333,Positive
 Despicable display of the Lamestream Media Hate Specht Against the President Of The United States. You keep your hate movement going and you will reap what you sow... StopTheHate,0.9,-0.8,Negative
"   They do this because trump does
Sleepy Joe Biden. Crooked Hillary Clinton. Pocahontas Elisabeth Warren. Lamestream media. Radical left. China virus.   Need I say more? ???",0.2,0.166666667,Positive
"  The Nazis in pre-WWII had a word for Lamestream Media.  They called it ""Lügenpresse"".  Just like DT, the Nazis wanted to discredit their political opponents and the free press.  Funny how history repeats itself... TrumpIsANationalDisgrace",0.633333333,0.216666667,Positive
" We all know it is, Mr. President. Don’t let the lamestream media get to you. We have your back!",0,0,Neutral
  Sorry I dont read lamestream media. Propaganda,0.55,-0.3,Negative
Your day is coming CNN and the rest of the Lamestream media. Your all the enemy of the people and the nation. ,0,0,Neutral
   MSM... lamestream media...,0,0,Neutral
"Attacks on Freedom Speech by the Lamestream media.
",0,0,Neutral
"During a blackout, Carly Fiorina convinces President Trump that movie stars are part of the lamestream media. Cops beat black men .",0.433333333,-0.166666667,Negative
" There is a game out there, did you know this, a lot of people don't know this - Monopoly and they have this terrific thing, it's a wonderful thing, a Get out of Jail free card that you get in advance. The lamestream media doesn't want to report about this great thing. SAD! /s",0.707142857,0.153571429,Positive
" CNN sucks. There is obvious evidence and witnesses, but cnn and other LYING LAMESTREAM MEDIA are covering it up. ALL WE WANT IS A FAIR ELECTION.",0.51875,0.06875,Positive
The news the lamestream media don’t want you to see!! ,0,0,Neutral
"Replace barr with Flynn? somebody who within 1/2 day round up the criminals confiscate equipment straighten this whole mess use USA regular military 2 temp take over &amp; stop election tampering that
 lamestream media is doing social media.
  ",0.203098291,-0.040277778,Negative
"  Democrats are soooooooo stupid! They think we on the right listen only to OAN, Newsmax &amp; Fox.....most of us listen to NONE of these.  See this is what your LAMEstream media tells you, so you BLINDLY believe them. No, we do actual research &amp; listen to hearings &amp; read thru lawsuits",0.66047619,-0.242857143,Negative
" Typical lamestream media! He said ""gardening"", not ""pardoning"". LoL! What do they need pardons for? Obummer is the one who needs a pardon, Q said he's gonna get locked up any day now. Just as soon as Trumps's inaugurated.
MAGA",0.6,0.395833333,Positive
"    I guess u r a  kind positive lady in life,but u r so misinformed by those lamestream fakenews media.Trump may be rong at many things, but he unveiled the last cover of those notorious MSM.
1,Virus detected in a spanish sewage sample collected in 2019/03 ",0.402424242,0.265454545,Positive
"The lamestream media attacks Kayleigh daily. Let's see the ""professional"" journalists treat Bribable Bidens press secretary that way, they won't. This is an attack on all Trump2020 supporters when the media disrespects President Trump and his administration",0.05,0.05,Positive
 According to lamestream media report.,0,0,Neutral
   You watch too much lamestream media while he was putting a ban on flight from china everyone else was calling him a racist....🙄🙄,0.2,0.2,Positive
"     LaMeStReAm MeDiA iS fAkE nEwS🤡🥴😥

Gtfoh ",1,-0.5,Negative
"the AP, Wall Street, and Washington Post aka Fake News. Lamestream media",1,-0.5,Negative
Lamestream media is done. Im happy trump destroyed them. I thought i was going to be the one. But he did it. Dope.,1,0.8,Positive
"Lamestream media already came out and said, ""they would not report about fraud"",  because they want bidin to be president. Even if there is proof. They will not report it",0,0,Neutral
And the Lamestream Media is helping them as much as possible........ ,1,0,Neutral
" Current: Category 2 Tweetstorm; 1% chance Donald Trump posted this himself.

Tweet Forecast: Rally today on our ground game, said to be the best number by far the lowest rated of the Fake News Lamestream Media.",0.62,0.04,Positive
"Funny. The police, fbi, usps, hospitals, government, democrats, Lamestream media, news, twitter, facebook, google, hollywood, FAA, etc: all fought against  and lost. LOL",0.85,0.525,Positive
Its funny to watch senators and everyone else say fraud was committed but then lamestream media says no fraud was committed. Just watch the cases live. Lamestream media sucks,0.6,0.028787879,Positive
"YOUR A LAMESTREAM CCP COMMIE SHIT STAIN MEDIA WHORE FAKE FRIEND TO .  CAN YOU SAY SUPREME COURT.  TRUMP WILL NEVER CONCEDE.
💥BOOM💥🇺🇸 ",0.9,-0.35,Negative
I have seen several affidavits stating I am m the rightful heir to the Iron Throne. The Lamestream Liberal Media refuses to report on this!,0,0,Neutral
"Watch  engaging Veeresh Malik in a nuanced discussion on Farmer protests and its drivers. Many points touched in this discussion are not seen in TV debates and Lamestream media...
",0.6,0.45,Positive
 Sila sila lang naman naniniwala at pinapaingay ng lamestream media.,0,0,Neutral
"It’s pretty obvious for some time now... ELECTION INTERFERENCE!!! The LameStream Media, Farcebook, Twatter and Boogle... gg ",0.75,0.125,Positive
At this point anything on lamestream media is clearly false. ,0.6,-0.4,Negative
Lamestream media bias documented. ,0,0,Neutral
"    Actually, there was a correction, Barr said ""No widespread fraud as of yet. We will continue to investigate claims of fraud"". Of course, lamestream media made it there own as usual",0.45,0.116666667,Positive
screw the lamestream media! 80 million of us are with you sir! ,0,0,Neutral
Endless testimony of voter fraud but the lamestream media will tell you it’s fake news!!!   ,0.875,-0.55078125,Negative
"Endless testimony of voter fraud but the lamestream media will tell you it’s fake news!!!  

Witness Launches FIREWORKS in Michigan State Legislature Hearing. We jus...  via ",0.875,-0.55078125,Negative
"CNNTapes CNNTapes CNNTapes CNNTapes CNNTapes CNNTapes CNNTapes CNNTapes   
Some of us have “known” for years about the “BIASED“ fake news ”Lamestream“ media!! ",1,-0.78125,Negative
"yep just like the rest of the lamestream media, including Faux News. ",0,0,Neutral
"  Mordoch controlled lamestream media good at.If you dont agree with,then show me the solid and unabridged evidence.Attention ,""SOLID N UNABRIDGED"" not some ""cross or circle quoting""between those notorious MSM. Here is a test of hypocricy of the lamestream media for you ",0.2,0.175,Positive
"President Trump has been laying blame where it belonged for the past 10 months and CNN &amp; the lamestream media have ridiculed him and now CNN says China lied...  WHY now????

HOW CONVENIENT: CNN Suddenly Discovers China Lied About Health  via ",0.375,-0.125,Negative
 And here's breaking news from the lamestream media! Are you kidding me???,0,0,Neutral
"  But, while our country is up to it's neck in biden crime family corruption--the clinton news network won't even mention it--and, they certainly won't ""cover it"" as the very real news that it is!! Head in the sand liberal/leftist LAMESTREAM MEDIA!!!",0.480714286,0.503871373,Positive
"Biden can‘t even name one group of law enforcement that supports his Presidency, how the hell the lamestream media thinks he is winning the election. No no more cops??? Good luck Dems.

MAGA TeamTrump FoxNews",0.616666667,0.316666667,Positive
Isn’t it funny how there is no “national appeal” but the Knicks being unfairly (and illegally) banned from Christmas is the biggest story of the night for the LameStream Media? They are obsessed! ,0.875,-0.34375,Negative
    LTFOL....Sure. I think I've heard you're regurgitated words alot in the past 4 yrs by lamestream media...smh. Never been a Trump fan until he became potus. Now I'm a fan! Trump wasn't down with the plan and they immediately tried to get him out. Socialism is not de way! KAG,0.269444444,-0.253472222,Negative
Lamestream media lagi na lang side ng makabayad bloc ang nirereport. Nakakahiya na kayo. Halatang halata na. ,0,0,Neutral
 AWESOME SHOWS!  I was all faux news until election.  Now totally Newsmax and sharing.  Congrats and keep on exposing. We don’t care about lamestream Dem Party Propaganda ’RE NEW MEDIA!Watch you every night.,0.576136364,0.259090909,Positive
"Yes, in their eyes, the lamestream media is doing a bang up job. That is, they believe the ends justifies the means, so every evil is moral if it accomplishes the *correct* result. ",0.625,-0.5,Negative
"I'm watching ; my prediction for 1/20/21: pres. TanTrump will schedule an interview on OANN at 11:30am ET to clash with Biden's inauguration so he can claim he got  more viewers than ""lamestream media"". It's all about ratings, ratings, ratings!",0.5,0.625,Positive
18. Lamestream Media Execs. That knowingly spread blatant propaganda while portraying it as an accurate depiction of current events. LockThemAllUp,0.408333333,-0.05,Negative
"    yeah i just did, levi, the point is it's super amusing seeing many of these ultra hard conservatives who used to damage control fox news not being apart of ""THE LAMESTREAM MEDIA!!!"" such as CNN apparently, and now they're turning on fox because, once again, not 100% syncophants",0.593055556,0.152278646,Positive
"The lamestream media doesn't decide who is President elect, sorry Jo Jo ",0.95,0.15,Positive
 Wala rin talagang reporter from lamestream media ang magrereport nun.,0,0,Neutral
   It’s the president of the United States of America posting information that the lamestream media refuses to talk about. It’s his only direct line of communication with the people. But yea orange man bad right??🙄,0.688888889,-0.2,Negative
"Break up big tech and lamestream media monopolies and demand a truly free press not a monopolistic, centralized propaganda machine. ",0.333333333,0.1,Positive
"  100% of people, following the happenings, must know there was at least some impropriety. Half of these don't accept it because they have been brainwashed by the Lamestream media or condone it because it suits their agenda.",0.222222222,-0.155555556,Negative
   I don't listen to the LAMEstream media. I only get my news from the MyPillow guy,1,0,Neutral
The Dam is breaking against  and the Lamestream Media!!! ,0,0,Neutral
 The conservative party needs to start branching out ... doing other things than the House of Commons ... podcast would be a start and then you don't have the lamestream media picking and choosing your quotes to show at 6 p.m. on the Nightly News . This party needs to start,0.375,-0.125,Negative
"""...everyone keeps saying that biden broke his foot playing with major but what the LYING LAMESTREAM MEDIA won’t tell us is that it actually was a result of the colossal ass kicking he gave to trump last month"" -  ",0.366666667,0.090625,Positive
"      
Our AG Barr is not being truthful. There have been hearing in 3 states thus far with witnesses testifying UNDER OATH. Are you watching DOJ? FBI? You can’t get your news from Lamestream Media.",0.75,0.3,Positive
The dems brought much less evidence to the table in regards to Russian collusion in the 2016 election. Are we to believe there is no evidence of widespread voter fraud in 2020? Ignorance is bliss then keep watching lamestream media. The truth will come out ! ,0.033333333,-0.083333333,Negative
"  Lou Dobbs doesn’t trust the “Lamestream Media,” but takes the AP at its word when they say Barr said this.

So... is Lou Dobbs a liar, a fool, or both? 🧐",0,0,Neutral
"TIL Sarah Palin was the one who came up with ""lamestream media."" What a gift",0,0,Neutral
 Oh man that's terrible. Why did she beat the witness?  Were they lamestream media?,1,-1,Negative
"If, like , you’re an anti-Establishment Outsider and in “power” - you better USE that POWER or else you will LOSE it!

One can’t be timid with how power is used just to please the LameStream Media. Ok, Kushner?",0.5,0.5625,Positive
"      ""Rules for thee but not for me"" when it comes to them. So, no.. I can't take those crooked politicians and dishonest lamestream media serious when they can't even practice what they preach!",0.422222222,-0.238888889,Negative
"  Now we unify? After 4 years of fake impeachment,  looting, behaving like animals...Maxine, nutty Nancy, lying Obama, the lamestream biased media...never gonna happen",1,-0.5,Negative
" The Lamestream Media wants you to believe Malcolm Butler intercepted that pass but its FRAUD!

Seahawks WON by A LOT!!",0.1,0.390625,Positive
" But that can’t be Beth. Your savior Donald J. Trump said he built the greatest economy in the history of mankind! Therefore this talk of people being broke is FAKE NEWS! 

 look at this “reporter” from the lamestream media committing heresy against you!",1,0.109375,Positive
" Breitbart:  Not the news.  They will tell you what to think about the news though.  Try the non-entertainment mainstream (aka ""lamestream"") media that does report the news and separates opinions into their op-ed pieces.",0,0,Neutral
" I don't trust this election or any Democrats, this election was stolen from Trump, so next time why even vote when it won't matter because Democrats and the Lamestream media will just pick the president anyway not the citizens.",0,0,Neutral
. “the lamestream media will focus on the geography mistakes and that’s when our elite strike force will pounce” Sydney Powell probably ,0,0,Neutral
  Thanks so much for fighting as a Real Patriot and sharing this important information that no “lamestream” media broadcasts.,0.425,0.25,Positive
" Just add to list of mainstream that we shut off. We got better media now. Like NBA, Hollywood, lamestream is losing relevance. We have better options and new social media popping up everyday! Take back the power from lamestream!",0.353535354,0.153282828,Positive
 And this is what the Australian lamestream media &amp; trending on Twatter keep saying. It’s as if everything is coming up roses for Byden! Just wait!,0,0,Neutral
" Sure, sure. That's what the lamestream media WANTS us to believe.",0.625925926,0.4,Positive
 Will Bill Barr be fired? Let's hope so to put to rest the outrageous slanders of Democrats and the lamestream media that Barr acted to protect Trump.,1,-1,Negative
  Trump is a 2nd Term President despite what the 'lamestream' media babbles .,0,0,Neutral
"     No, your lamestream media sources are lying to YOU by only presenting the (ridiculously spun) Leftwing side. The fact that you don't realize the MSM is biased toward the Dems is telling.",1,-0.166666667,Negative
" mayogate picking up steam, the lamestream media is ignoring FLOUTUS as a MAYO FAN. They say Sleepy Joe’s a mustard guy! What a LOSER",0,0,Neutral
 Yeah! So Obama actually became president ILLEGALLY! The Radical Left Fake News Lamestream Media NEVER believed me! — because I'm lying — and and and and and dnandn and and biden bad because uhmmmmmmm illegal votes pls like me and donate,0.461111111,-0.408333333,Negative
"Thinking about how a guy on Newsmax said reporters in the “lamestream media” believed there was no voter fraud because the reporters weren’t actually looking for any, they just expected the Justice Department to provide examples.

What now?",0.25,-0.05,Negative
"  No, keep getting your facts from the Lamestream Media.  They'll keep you misinformed.",0,0,Neutral
"Honestly..? At least he did ""something"". Maybe I just *want* to believe that he does something for saving our children; imho the silence of lamestream media is tactic and speaks for it self. 

I pray for it &amp; I ponder the mercy God grants to him upon for every one of his children ",0.4,-0.3,Negative
"PREDICTION: Tomorrow, the Lamestream media will be bleating in one big BAAAH how BillBarr tried to coax Trump out of the White House, like some sort of hostage-taking negotiator.",0.05,0,Neutral
 They are akin to communist controlled country.  Only report what they want their minions to hear/believe.  Make up lies to suit their agenda.  Etc etc.  They are despicable.  And they aren’t the only ones in lamestream media!,1,0,Neutral
The only reason Lamestream media isn’t showing these voter fraud hearings is because the evidence is overwhelming.  They like to keep their audience ill informed and stupid.  Right ??  Right  Fake News?,0.867346939,-0.104081633,Negative
"  Thank you, President Trump!  WeThePeople know very well that lamestream media never report this, but we DO know that NTD, Epoch Times have been showing the truth including the hearings in PA, AZ and MI:


",0.3,0.2,Positive
  LoL. I'm too busy reading the national enquire...Aliens steal election and will build wall around earth to keep us from spreading across the universe. This is not being reported by lamestream media.,0.5,0.45,Positive
" Yeah, lamestream media lagged. They are all going digital.",0,0,Neutral
" I'm about to have a hearing in my living room to find out which kid left the cereal out. Anyone want to tune in? For some reason, lamestream media isn't covering it. RIGGED!",0,0,Neutral
"     You're living in fantasyland based upon lapping up whatever the lamestream media feeds you (they glaringly support the Dem agenda). Since the Left controls 90% of media &amp; entertainment, I'm not the one who's being a sheep, but rather acquiring more balanced info via other sources",0.291666667,0.125,Positive
"🗣Yet,the lamestream media,democraps and their minions are displaying their fake outrage and selective amnesia towards the rigged/voter fraud plagued election.Where is the same outrage towards,NY &amp; CA late voting counts?👇🏼👀🤔👂🏼🦗🦗🦗🦗🦗🤷🏾‍♂️ ",0.575,-0.266666667,Negative
"FRAUD!!! FRAUD!!! FRAUD!!!   
LAMESTREAM MEDIA NOT COVERING THIS! WHY WHY WHY CAN'T THEY SEE THIS!!!",0,0,Neutral
 I eat garbage slop at every meal but the lamestream media refuses to cover it,0,0,Neutral
 He just says shit to stir the pot and his imbecile watchers/kool-aid drinkers believe it as fact. Talk about 'lamestream media'. More like bullshit factory.,0.766666667,-0.166666667,Negative
 coz they r the activist 'lamestream' media?,0,0,Neutral
 More hate from lamestream  so called media. Your time will come and if you think we will forget you are sadly mistaken. StopTheHate KarmaComing4U,0.8,-0.266666667,Negative
  Where is everyone watching these hearings? I of course can't find them on normal lamestream media outlets.,0.65,0.15,Positive
"   Two different things and not all doctors and nurses feel that way. Not even about the vaccine. Guess you have only been listening to the lamestream media. How would you feel if schools vaccinated your kids w/out your knowledge or consent? 

",0.8,0,Neutral
"  “We don’t look things up in a *dictionary* like those lamestream media idiots” 

Seriously though, I feel really bad for the staffer who drew the short straw to tell him what “vetting” means.",0.608333333,-0.458333333,Negative
"So I'm curious about journalism. I don't see this reflected in the media. If there was some celebrity on some charges in court there'd probably be a reporter there everyday. Why aren't there journalists in the LTB everyday?

Anyway speaking of lamestream capitalist media. ",0.733333333,-0.166666667,Negative
"Let THIS shit SINK in Peeps!
Quit falling for the BULLSHIT that these LAMESTREAM ""media"" report! Including Twitter!
At my job, out of the 400+ workers, only Four (4) people HAD it, maybe 3 MONTHS ago, and have since RECOVERED FULLY! ",0.9,-0.1953125,Negative
"We already knew this 

The lamestream media pretended they didn’t 

Leaked Docs Show China Underreported Coronavirus Cases, Mishandled Crisis | National Review ",0,0,Neutral
"🗣  is speaking the bitter truth and no sugarcoated lies on this Covid19 ""plandemic"" so,take heed to the message and govern yourselves accordingly Patriots.This is the real science the a**holes democraps &amp; lamestream media ignores,but we suppose to trust them,right? ",0.4,0.05,Positive
The liberal lamestream media will probably exclude Ohio State from the too 4 tonight,0,0,Neutral
"Dear MAGA: mainstream media makes a veritable shitload of advertising revenue off of Trump's ineptitude and bluster.
Their golden goose is leaving the White House.

They would make even more money reporting on actual election fraud.

Stop with the ""lamestream media cover-up.""",0.275,0.2,Positive
 I can't believe how they're not watching the live  video..! All the testimony from yesterday.. Lamestream media only. Thank you AZ GOP,0.75,0.085227273,Positive
" He's not in the lead. It helps the lamestream media to have propaganda to spew like the scumbags they are....
ItsJustWrong",0.1,-0.1,Negative
 Why isn't the lamestream media reporting on this?,0,0,Neutral
" He mustn't have gotten Novembers  ""lamestream media enthusiasts"" newletter that will let him know. They are no longer considered truthtellers! ",0,0,Neutral
The Grinch also returned Christmas but you wont read about that in the lamestream media,0,0,Neutral
" Have never seen any other lamestream media that takes pride in ignorance like you!!
""Criminals"" or ""Suspects""? Can't be both.",0.375,-0.1953125,Negative
 Hmmm. I seem to remember Trump and his admin being ridiculed incessantly by the lamestream media when he said schools should be safely opened and that the risk was low...,0.4,0.25,Positive
"My mom’s bird, Tango, has recently become a nationalist, avoids lamestream media, doubts the efficacy of mail in voting but not absentee ballots, and has switched to OAN and Newsmax. Squawks MAGA too often. ",0.25,0,Neutral
" No, the dims stuffing ballots and the lamestream media covering for them is alienating voters",0.3,-0.3,Negative
"What is the purpose of the Lamestream Media keep saying there’s mail fraud , only for  &amp;  saying there’s no evidence of fraud. Good people listen to truth &amp; facts from great media, while Idiots like Trump people listen to nothing but Fake News. Listen to  &amp; TRUTH!  ",0.83,0.015,Positive
Definitely not the lamestream media trying to take the high ground on elitist culture because an anti-masker got roasted for jeopardizing public health?? ,0.368888889,0.053333333,Positive
More news that can be reported by lamestream media AFTER the election. ,0.5,0.5,Positive
"  Good, good - make sure you write Trump in on both Senate races so the lamestream media doesn't try to split the vote.",0.696296296,0.633333333,Positive
"  Lobster County Maine has disappeared! It would have moved the state to trump, does the lamestream media say a word? NO! Oh, the humanity",0,0,Neutral
" Ever play the Hannity drinking game? take a shot for every time this is said:

-Schiff Show
-Bought and Paid For
-Dirty Dossier
-Lamestream Media
-Media Mob

One episode will put you in a stupor.",0.6,-0.5,Negative
" It's a dangerous state of manipulating public opinion due to the evils of the lamestream media. The manipulation and agitation of opinion by big media is cancer to society. The lamestream media, which ails the public's opinion, are having too bad an effect to be left unattended.",0.310714286,-0.203571429,Negative
"  Really now!! You Demonrats are all blind following the blind. Whatever the LAMESTREAM MEDIA tells you, you believe it",0.408333333,-0.171875,Negative
WHAT THE FUCK! Fucker Carlson &amp; the Corrupt Fake News Media should be ASHAMED of themselves for saying  children would k*ll themselves over not being in school during the TrumpVirus. It is just SO DISGUSTING &amp; UNFORGIVABLE. This Lamestream Media should be shutdown IMMEDIATELY!!! ,0.9,-0.625,Negative
 Badass video! With all this fraud going on the lamestream media is only concerned about lazy Joe getting a cat to go with his dogs to the White House. NOT,0.666666667,-0.083333333,Negative
  It only affect you if you brainwashed and mind control by the FEAR the Lamestream media is using to pollute your minds. Some of are enlightened and KNOW the truth behind the PLANDEMIC FLU called Covid-19. Seat and leave the enlightened youth live their lives FRELY!,0.733333333,-0.076515152,Negative
 The Lamestream media is dying a slow painful death.,0.65,-0.5,Negative
  They have to be sued to their last dollar. This lamestream media needs to be clipped. It is anti-progress.,0.066666667,0,Neutral
Still all fine &amp; dandy with the lamestream media. ,0.5,0.416666667,Positive
 You won't hear this on the lamestream media !!! They can try to control the truth with lies but know this MSM we know !!!,0,0,Neutral
" It’ll take some getting used to, watching a President address a crowd without once bragging about his TV ratings or complaining about how the Lamestream Fake News Media never gives him enough credit",0.75,-0.25,Negative
"       Twitter,FB,YouTube,Google you are all bought and paid for just like the lamestream media.  I guess you all have to many skeletons in your closet.",0.5,0.5,Positive
Trump threatens GOP Arizona Governor Ducey for Certifying Election: 'Republicans Will Remember!' But BLM and the Radical Left Destroying cities isnt threatening! Narrative of the Lamestream Media 2020 ,0,-0.125,Negative
"Lies.
Lies.
And more lies!!!

Now they tell the truth?

WHO CAN EVER TRUST LAMESTREAM MEDIA AGAIN???

",0.5,0.9765625,Positive
  Baselessly? I guess somebody missed the news out of Arizona. Maybe watch historic events. Better yet. Maybe the Lamestream Corporate Media will COVER said events.,0.166666667,0.166666667,Positive
Ishaq Dar's shellacking on  by  exposes the false narrative of Nawaz and puts to shame our lamestream media that shills for these crooks,0.6,-0.4,Negative
   Not many of us watch  anymore. PLEASE start a Trump News Network!!! Would love to watch the lamestream media go up in flames.,0.55,0.005859375,Positive
                                                  You wouldn't know anything because you follow the lamestream media.,0,0,Neutral
  Faux News is more of the lamestream media and We The  People know what time it is.,0.5,0.5,Positive
"11.30.20: The MOMENTUM is SHIFTING! [DS] Panic at all time HIGH! Big Boo...  via  
Great News Source! What the lamestream media doesn't want you to know.",0.463333333,0.4,Positive
 It's because the filthy lamestream media has been long bought by the deep state and the communist china,0.6,-0.283333333,Negative
"     Fox News only became mainstream media recently because trump is mad at them for acknowledging Biden won the election. Before that trump considered them NOT to be part of the ""lamestream"" media. So basically, it changes based on trump's opinion. Of course they’re a major network.",0.6875,-0.140625,Negative
"   Agreed. Justice should be served to the perpetrators. But the rest of America needs to remain united.

Many are mere victims of the lamestream and social media, wouldn't blame them too much. Given a chance, they'd come around like Kayleigh &amp; Jenna Ellis &amp; many others.",0.353333333,0.146666667,Positive
"  I bet you haven't listened to any of these public hearings by  or you only listen to the lamestream media.

Tell me I'm wrong.",0.655555556,-0.166666667,Negative
Kaya lamestream media kayo eh.... ,0,0,Neutral
"there has literally been over 30+ deaths caused by BLM/ANTIFA riots.. ""right hangs black folks""  Jesus unplug from the lamestream media.  ",0.48452381,0.05952381,Positive
       Always the same Trump ass kisser response. It's all lamestream media unless trump says it and all his media. Then it's all True. Free thinking = Only believing one man like sad fucking ass kissing zombie.,0.729166667,-0.058333333,Negative
"   这就是我们和你们这种皇协军不一样的地方。
皇协军二五仔二鬼子香蕉猴呆湾蛙只愿意接受自己愿意接受的信息，活在fakenews lamestream media 的舒适圈里。以为五眼联盟加几个小跟班就是全世界。可笑可笑。
这种颠倒黑白旧世界在堂堂正正中国人的手里就是要打个落花流水。懂了？",0,0,Neutral
 Klaro kaayo mo lamestream media kung asa mo nakapusta. TAK-OM ang show kung ang panuway nga Leni ang wala mosubay sa safety protocols. Pagka mga OPLOK baya ninyo!,0,0,Neutral
 Lamestream media nowhere to be found. Hindi ba eto newsworthy para sa inyo?,0,0,Neutral
